"data","series","period","type","description","value_type","time","date","value"
"M3","N1128","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by institutional sector","x",1989.5,1989-07-01,6482.4
"M3","N1128","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by institutional sector","x",1989.75,1989-10-01,6651.4
"M3","N1128","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by institutional sector","x",1990,1990-01-01,6670.6
"M3","N1128","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by institutional sector","x",1990.25,1990-04-01,6315.8
"M3","N1128","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by institutional sector","x",1990.5,1990-07-01,6121.8
"M3","N1128","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by institutional sector","x",1990.75,1990-10-01,5852.8
"M3","N1128","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by institutional sector","xx",1991,1991-01-01,5654.2
"M3","N1128","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by institutional sector","xx",1991.25,1991-04-01,5846.2
"M3","N1128","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by institutional sector","xx",1991.5,1991-07-01,5816.2
"M3","N1128","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by institutional sector","xx",1991.75,1991-10-01,5864.8
"M3","N1128","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by institutional sector","xx",1992,1992-01-01,5757.4
"M3","N1128","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by institutional sector","xx",1992.25,1992-04-01,5659
"M3","N1128","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by institutional sector","xx",1992.5,1992-07-01,5676
"M3","N1128","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by institutional sector","xx",1992.75,1992-10-01,5572
"M3","N1129","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by institutional sector","x",1980,1980-01-01,3474
"M3","N1129","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by institutional sector","x",1980.25,1980-04-01,3453.4
"M3","N1129","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by institutional sector","x",1980.5,1980-07-01,3667.4
"M3","N1129","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by institutional sector","x",1980.75,1980-10-01,3862.8
"M3","N1129","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by institutional sector","x",1981,1981-01-01,4115.8
"M3","N1129","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by institutional sector","x",1981.25,1981-04-01,4353.8
"M3","N1129","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by institutional sector","x",1981.5,1981-07-01,4354.6
"M3","N1129","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by institutional sector","x",1981.75,1981-10-01,4399.6
"M3","N1129","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by institutional sector","x",1982,1982-01-01,4301.6
"M3","N1129","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by institutional sector","x",1982.25,1982-04-01,4057.4
"M3","N1129","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by institutional sector","x",1982.5,1982-07-01,3913.2
"M3","N1129","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by institutional sector","x",1982.75,1982-10-01,3993.2
"M3","N1129","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by institutional sector","x",1983,1983-01-01,3962.8
"M3","N1129","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by institutional sector","x",1983.25,1983-04-01,4039
"M3","N1129","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by institutional sector","x",1983.5,1983-07-01,4106.6
"M3","N1129","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by institutional sector","x",1983.75,1983-10-01,4137
"M3","N1129","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by institutional sector","x",1984,1984-01-01,4181.2
"M3","N1129","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by institutional sector","x",1984.25,1984-04-01,4192.4
"M3","N1129","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by institutional sector","x",1984.5,1984-07-01,4271.4
"M3","N1129","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by institutional sector","x",1984.75,1984-10-01,4294.8
"M3","N1129","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by institutional sector","x",1985,1985-01-01,4425.8
"M3","N1129","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by institutional sector","x",1985.25,1985-04-01,4648.2
"M3","N1129","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by institutional sector","x",1985.5,1985-07-01,4831
"M3","N1129","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by institutional sector","x",1985.75,1985-10-01,4934.6
"M3","N1129","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by institutional sector","x",1986,1986-01-01,4999
"M3","N1129","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by institutional sector","x",1986.25,1986-04-01,5073.4
"M3","N1129","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by institutional sector","x",1986.5,1986-07-01,5072.6
"M3","N1129","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by institutional sector","x",1986.75,1986-10-01,5167
"M3","N1129","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by institutional sector","x",1987,1987-01-01,5368.4
"M3","N1129","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by institutional sector","x",1987.25,1987-04-01,5684.6
"M3","N1129","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by institutional sector","x",1987.5,1987-07-01,6035.2
"M3","N1129","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by institutional sector","x",1987.75,1987-10-01,6255.2
"M3","N1129","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by institutional sector","x",1988,1988-01-01,6336.6
"M3","N1129","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by institutional sector","x",1988.25,1988-04-01,6539.8
"M3","N1129","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by institutional sector","x",1988.5,1988-07-01,6770.6
"M3","N1129","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by institutional sector","x",1988.75,1988-10-01,6911
"M3","N1129","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by institutional sector","x",1989,1989-01-01,7213
"M3","N1129","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by institutional sector","x",1989.25,1989-04-01,7238.2
"M3","N1129","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by institutional sector","x",1989.5,1989-07-01,7264
"M3","N1129","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by institutional sector","x",1989.75,1989-10-01,7465.2
"M3","N1129","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by institutional sector","x",1990,1990-01-01,7531.8
"M3","N1129","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by institutional sector","x",1990.25,1990-04-01,7135.4
"M3","N1129","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by institutional sector","x",1990.5,1990-07-01,6954.8
"M3","N1129","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by institutional sector","x",1990.75,1990-10-01,6675.2
"M3","N1129","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by institutional sector","xx",1991,1991-01-01,6450.6
"M3","N1129","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by institutional sector","xx",1991.25,1991-04-01,6676.4
"M3","N1129","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by institutional sector","xx",1991.5,1991-07-01,6648.2
"M3","N1129","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by institutional sector","xx",1991.75,1991-10-01,6701.4
"M3","N1129","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by institutional sector","xx",1992,1992-01-01,6580
"M3","N1129","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by institutional sector","xx",1992.25,1992-04-01,6477.8
"M3","N1129","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by institutional sector","xx",1992.5,1992-07-01,6515
"M3","N1129","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by institutional sector","xx",1992.75,1992-10-01,6404.4
"M3","N1130","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","x",1980,1980-01-01,1738.8
"M3","N1130","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","x",1980.25,1980-04-01,1614.4
"M3","N1130","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","x",1980.5,1980-07-01,1743.2
"M3","N1130","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","x",1980.75,1980-10-01,1885.6
"M3","N1130","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","x",1981,1981-01-01,2031.6
"M3","N1130","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","x",1981.25,1981-04-01,2218
"M3","N1130","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","x",1981.5,1981-07-01,2075.2
"M3","N1130","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","x",1981.75,1981-10-01,1927.6
"M3","N1130","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","x",1982,1982-01-01,1870.4
"M3","N1130","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","x",1982.25,1982-04-01,1682.8
"M3","N1130","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","x",1982.5,1982-07-01,1671.2
"M3","N1130","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","x",1982.75,1982-10-01,1834.8
"M3","N1130","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","x",1983,1983-01-01,1960.8
"M3","N1130","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","x",1983.25,1983-04-01,2204.4
"M3","N1130","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","x",1983.5,1983-07-01,2254.8
"M3","N1130","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","x",1983.75,1983-10-01,2149.2
"M3","N1130","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","x",1984,1984-01-01,2189.2
"M3","N1130","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","x",1984.25,1984-04-01,2196.8
"M3","N1130","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","x",1984.5,1984-07-01,2250.8
"M3","N1130","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","x",1984.75,1984-10-01,2302.4
"M3","N1130","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","x",1985,1985-01-01,2310.4
"M3","N1130","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","x",1985.25,1985-04-01,2382
"M3","N1130","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","x",1985.5,1985-07-01,2592.8
"M3","N1130","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","x",1985.75,1985-10-01,2810
"M3","N1130","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","x",1986,1986-01-01,2814.8
"M3","N1130","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","x",1986.25,1986-04-01,3012.4
"M3","N1130","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","x",1986.5,1986-07-01,3179.6
"M3","N1130","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","x",1986.75,1986-10-01,3322.4
"M3","N1130","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","x",1987,1987-01-01,3648
"M3","N1130","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","x",1987.25,1987-04-01,3909.2
"M3","N1130","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","x",1987.5,1987-07-01,4131.2
"M3","N1130","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","x",1987.75,1987-10-01,4127.2
"M3","N1130","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","x",1988,1988-01-01,4201.2
"M3","N1130","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","x",1988.25,1988-04-01,4362
"M3","N1130","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","x",1988.5,1988-07-01,4418
"M3","N1130","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","x",1988.75,1988-10-01,4578.4
"M3","N1130","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","x",1989,1989-01-01,4936.4
"M3","N1130","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","x",1989.25,1989-04-01,4743.2
"M3","N1130","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","x",1989.5,1989-07-01,4865.6
"M3","N1130","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","x",1989.75,1989-10-01,5090.4
"M3","N1130","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","x",1990,1990-01-01,4979.2
"M3","N1130","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","x",1990.25,1990-04-01,4556.8
"M3","N1130","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","x",1990.5,1990-07-01,4295.2
"M3","N1130","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","x",1990.75,1990-10-01,3958.4
"M3","N1130","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","xx",1991,1991-01-01,3804
"M3","N1130","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","xx",1991.25,1991-04-01,4143.6
"M3","N1130","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","xx",1991.5,1991-07-01,4289.2
"M3","N1130","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","xx",1991.75,1991-10-01,4349.6
"M3","N1130","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","xx",1992,1992-01-01,4384.8
"M3","N1130","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","xx",1992.25,1992-04-01,4462.8
"M3","N1130","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","xx",1992.5,1992-07-01,4627.2
"M3","N1130","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","xx",1992.75,1992-10-01,4641.2
"M3","N1131","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","x",1980,1980-01-01,2816.4
"M3","N1131","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","x",1980.25,1980-04-01,2870.4
"M3","N1131","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","x",1980.5,1980-07-01,2984.8
"M3","N1131","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","x",1980.75,1980-10-01,3119.2
"M3","N1131","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","x",1981,1981-01-01,3310
"M3","N1131","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","x",1981.25,1981-04-01,3431.6
"M3","N1131","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","x",1981.5,1981-07-01,3540.8
"M3","N1131","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","x",1981.75,1981-10-01,3747.2
"M3","N1131","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","x",1982,1982-01-01,3739.6
"M3","N1131","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","x",1982.25,1982-04-01,3612
"M3","N1131","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","x",1982.5,1982-07-01,3420.8
"M3","N1131","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","x",1982.75,1982-10-01,3461.2
"M3","N1131","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","x",1983,1983-01-01,3316.4
"M3","N1131","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","x",1983.25,1983-04-01,3258
"M3","N1131","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","x",1983.5,1983-07-01,3246
"M3","N1131","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","x",1983.75,1983-10-01,3312.4
"M3","N1131","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","x",1984,1984-01-01,3320.8
"M3","N1131","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","x",1984.25,1984-04-01,3335.2
"M3","N1131","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","x",1984.5,1984-07-01,3396.4
"M3","N1131","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","x",1984.75,1984-10-01,3370.8
"M3","N1131","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","x",1985,1985-01-01,3508
"M3","N1131","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","x",1985.25,1985-04-01,3786.4
"M3","N1131","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","x",1985.5,1985-07-01,3821.6
"M3","N1131","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","x",1985.75,1985-10-01,3774.8
"M3","N1131","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","x",1986,1986-01-01,3856
"M3","N1131","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","x",1986.25,1986-04-01,3582
"M3","N1131","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","x",1986.5,1986-07-01,3424.4
"M3","N1131","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","x",1986.75,1986-10-01,3404
"M3","N1131","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","x",1987,1987-01-01,3487.2
"M3","N1131","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","x",1987.25,1987-04-01,3737.6
"M3","N1131","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","x",1987.5,1987-07-01,3885.2
"M3","N1131","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","x",1987.75,1987-10-01,4026.8
"M3","N1131","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","x",1988,1988-01-01,4069.6
"M3","N1131","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","x",1988.25,1988-04-01,4265.2
"M3","N1131","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","x",1988.5,1988-07-01,4413.6
"M3","N1131","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","x",1988.75,1988-10-01,4537.2
"M3","N1131","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","x",1989,1989-01-01,4664
"M3","N1131","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","x",1989.25,1989-04-01,4680.4
"M3","N1131","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","x",1989.5,1989-07-01,4804.8
"M3","N1131","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","x",1989.75,1989-10-01,4910
"M3","N1131","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","x",1990,1990-01-01,5092.8
"M3","N1131","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","x",1990.25,1990-04-01,5035.2
"M3","N1131","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","x",1990.5,1990-07-01,5032.8
"M3","N1131","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","x",1990.75,1990-10-01,4904.4
"M3","N1131","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","xx",1991,1991-01-01,4802.4
"M3","N1131","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","xx",1991.25,1991-04-01,4881.6
"M3","N1131","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","xx",1991.5,1991-07-01,4793.6
"M3","N1131","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","xx",1991.75,1991-10-01,4748.8
"M3","N1131","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","xx",1992,1992-01-01,4602.8
"M3","N1131","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","xx",1992.25,1992-04-01,4348.4
"M3","N1131","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","xx",1992.5,1992-07-01,4164
"M3","N1131","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","xx",1992.75,1992-10-01,3954.4
"M3","N1132","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","x",1980,1980-01-01,2392.8
"M3","N1132","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","x",1980.25,1980-04-01,2422
"M3","N1132","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","x",1980.5,1980-07-01,2606.8
"M3","N1132","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","x",1980.75,1980-10-01,2720.8
"M3","N1132","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","x",1981,1981-01-01,2890
"M3","N1132","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","x",1981.25,1981-04-01,3058
"M3","N1132","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","x",1981.5,1981-07-01,3093.2
"M3","N1132","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","x",1981.75,1981-10-01,3124.4
"M3","N1132","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","x",1982,1982-01-01,2993.2
"M3","N1132","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","x",1982.25,1982-04-01,2820
"M3","N1132","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","x",1982.5,1982-07-01,2734.4
"M3","N1132","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","x",1982.75,1982-10-01,2690.4
"M3","N1132","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","x",1983,1983-01-01,2648.4
"M3","N1132","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","x",1983.25,1983-04-01,2615.6
"M3","N1132","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","x",1983.5,1983-07-01,2712.4
"M3","N1132","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","x",1983.75,1983-10-01,2812.4
"M3","N1132","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","x",1984,1984-01-01,2852.4
"M3","N1132","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","x",1984.25,1984-04-01,2852.8
"M3","N1132","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","x",1984.5,1984-07-01,2895.6
"M3","N1132","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","x",1984.75,1984-10-01,2916.4
"M3","N1132","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","x",1985,1985-01-01,3033.2
"M3","N1132","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","x",1985.25,1985-04-01,3128
"M3","N1132","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","x",1985.5,1985-07-01,3247.6
"M3","N1132","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","x",1985.75,1985-10-01,3284.4
"M3","N1132","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","x",1986,1986-01-01,3327.2
"M3","N1132","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","x",1986.25,1986-04-01,3552.4
"M3","N1132","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","x",1986.5,1986-07-01,3541.2
"M3","N1132","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","x",1986.75,1986-10-01,3607.6
"M3","N1132","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","x",1987,1987-01-01,3601.6
"M3","N1132","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","x",1987.25,1987-04-01,3722.4
"M3","N1132","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","x",1987.5,1987-07-01,4054
"M3","N1132","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","x",1987.75,1987-10-01,4356.4
"M3","N1132","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","x",1988,1988-01-01,4402.4
"M3","N1132","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","x",1988.25,1988-04-01,4452.4
"M3","N1132","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","x",1988.5,1988-07-01,4709.6
"M3","N1132","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","x",1988.75,1988-10-01,4706.4
"M3","N1132","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","x",1989,1989-01-01,4825.6
"M3","N1132","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","x",1989.25,1989-04-01,5052.8
"M3","N1132","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","x",1989.5,1989-07-01,4857.6
"M3","N1132","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","x",1989.75,1989-10-01,4930
"M3","N1132","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","x",1990,1990-01-01,4991.6
"M3","N1132","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","x",1990.25,1990-04-01,4678.8
"M3","N1132","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","x",1990.5,1990-07-01,4581.6
"M3","N1132","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","x",1990.75,1990-10-01,4487.6
"M3","N1132","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","xx",1991,1991-01-01,4294.8
"M3","N1132","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","xx",1991.25,1991-04-01,4327.6
"M3","N1132","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","xx",1991.5,1991-07-01,4213.6
"M3","N1132","QUARTERLY","MACRO","CANADA-Gross fixed Capital Formation by type of capital goods","xx",1991.75,1991-10-01,4304.4
