"data","series","period","type","description","value_type","time","date","value"
"M3","N0332","YEARLY","FINANCE","Market value of total stock sales on all registered exchanges","x",1951,1951-01-01,212.53
"M3","N0332","YEARLY","FINANCE","Market value of total stock sales on all registered exchanges","x",1952,1952-01-01,173.28
"M3","N0332","YEARLY","FINANCE","Market value of total stock sales on all registered exchanges","x",1953,1953-01-01,166.61
"M3","N0332","YEARLY","FINANCE","Market value of total stock sales on all registered exchanges","x",1954,1954-01-01,280.75
"M3","N0332","YEARLY","FINANCE","Market value of total stock sales on all registered exchanges","x",1955,1955-01-01,378.68
"M3","N0332","YEARLY","FINANCE","Market value of total stock sales on all registered exchanges","x",1956,1956-01-01,350.19
"M3","N0332","YEARLY","FINANCE","Market value of total stock sales on all registered exchanges","x",1957,1957-01-01,320.59
"M3","N0332","YEARLY","FINANCE","Market value of total stock sales on all registered exchanges","x",1958,1958-01-01,382.64
"M3","N0332","YEARLY","FINANCE","Market value of total stock sales on all registered exchanges","x",1959,1959-01-01,518.64
"M3","N0332","YEARLY","FINANCE","Market value of total stock sales on all registered exchanges","x",1960,1960-01-01,452.19
"M3","N0332","YEARLY","FINANCE","Market value of total stock sales on all registered exchanges","x",1961,1961-01-01,638.02
"M3","N0332","YEARLY","FINANCE","Market value of total stock sales on all registered exchanges","x",1962,1962-01-01,547.32
"M3","N0332","YEARLY","FINANCE","Market value of total stock sales on all registered exchanges","x",1963,1963-01-01,643.14
"M3","N0332","YEARLY","FINANCE","Market value of total stock sales on all registered exchanges","x",1964,1964-01-01,721.47
"M3","N0332","YEARLY","FINANCE","Market value of total stock sales on all registered exchanges","x",1965,1965-01-01,892.25
"M3","N0332","YEARLY","FINANCE","Market value of total stock sales on all registered exchanges","x",1966,1966-01-01,1230.34
"M3","N0332","YEARLY","FINANCE","Market value of total stock sales on all registered exchanges","x",1967,1967-01-01,1617.46
"M3","N0332","YEARLY","FINANCE","Market value of total stock sales on all registered exchanges","x",1968,1968-01-01,1963.58
"M3","N0332","YEARLY","FINANCE","Market value of total stock sales on all registered exchanges","x",1969,1969-01-01,1752.5
"M3","N0332","YEARLY","FINANCE","Market value of total stock sales on all registered exchanges","x",1970,1970-01-01,1311.23
"M3","N0332","YEARLY","FINANCE","Market value of total stock sales on all registered exchanges","x",1971,1971-01-01,1850.28
"M3","N0332","YEARLY","FINANCE","Market value of total stock sales on all registered exchanges","x",1972,1972-01-01,2044.24
"M3","N0332","YEARLY","FINANCE","Market value of total stock sales on all registered exchanges","x",1973,1973-01-01,1778.78
"M3","N0332","YEARLY","FINANCE","Market value of total stock sales on all registered exchanges","x",1974,1974-01-01,1184.34
"M3","N0332","YEARLY","FINANCE","Market value of total stock sales on all registered exchanges","x",1975,1975-01-01,1572.6
"M3","N0332","YEARLY","FINANCE","Market value of total stock sales on all registered exchanges","x",1976,1976-01-01,1949.69
"M3","N0332","YEARLY","FINANCE","Market value of total stock sales on all registered exchanges","x",1977,1977-01-01,1872.03
"M3","N0332","YEARLY","FINANCE","Market value of total stock sales on all registered exchanges","x",1978,1978-01-01,2492.17
"M3","N0332","YEARLY","FINANCE","Market value of total stock sales on all registered exchanges","x",1979,1979-01-01,2997.5
"M3","N0332","YEARLY","FINANCE","Market value of total stock sales on all registered exchanges","x",1980,1980-01-01,4758.5
"M3","N0332","YEARLY","FINANCE","Market value of total stock sales on all registered exchanges","x",1981,1981-01-01,4906.88
"M3","N0332","YEARLY","FINANCE","Market value of total stock sales on all registered exchanges","x",1982,1982-01-01,6026.7
"M3","N0332","YEARLY","FINANCE","Market value of total stock sales on all registered exchanges","x",1983,1983-01-01,9571.39
"M3","N0332","YEARLY","FINANCE","Market value of total stock sales on all registered exchanges","x",1984,1984-01-01,9592.35
"M3","N0332","YEARLY","FINANCE","Market value of total stock sales on all registered exchanges","x",1985,1985-01-01,11994.2
"M3","N0332","YEARLY","FINANCE","Market value of total stock sales on all registered exchanges","x",1986,1986-01-01,17051.24
"M3","N0332","YEARLY","FINANCE","Market value of total stock sales on all registered exchanges","x",1987,1987-01-01,22841.66
"M3","N0332","YEARLY","FINANCE","Market value of total stock sales on all registered exchanges","xx",1988,1988-01-01,15870.12
"M3","N0332","YEARLY","FINANCE","Market value of total stock sales on all registered exchanges","xx",1989,1989-01-01,18448.48
"M3","N0332","YEARLY","FINANCE","Market value of total stock sales on all registered exchanges","xx",1990,1990-01-01,16116.67
"M3","N0332","YEARLY","FINANCE","Market value of total stock sales on all registered exchanges","xx",1991,1991-01-01,17762.75
"M3","N0332","YEARLY","FINANCE","Market value of total stock sales on all registered exchanges","xx",1992,1992-01-01,20332
"M3","N0332","YEARLY","FINANCE","Market value of total stock sales on all registered exchanges","xx",1993,1993-01-01,26099.16
"M3","N0333","YEARLY","FINANCE","Total stock shares sold on all registered exchanges (SEC)","x",1947,1947-01-01,142.2
"M3","N0333","YEARLY","FINANCE","Total stock shares sold on all registered exchanges (SEC)","x",1948,1948-01-01,162.3
"M3","N0333","YEARLY","FINANCE","Total stock shares sold on all registered exchanges (SEC)","x",1949,1949-01-01,143.4
"M3","N0333","YEARLY","FINANCE","Total stock shares sold on all registered exchanges (SEC)","x",1950,1950-01-01,257.1
"M3","N0333","YEARLY","FINANCE","Total stock shares sold on all registered exchanges (SEC)","x",1951,1951-01-01,235.8
"M3","N0333","YEARLY","FINANCE","Total stock shares sold on all registered exchanges (SEC)","x",1952,1952-01-01,188.1
"M3","N0333","YEARLY","FINANCE","Total stock shares sold on all registered exchanges (SEC)","x",1953,1953-01-01,190.2
"M3","N0333","YEARLY","FINANCE","Total stock shares sold on all registered exchanges (SEC)","x",1954,1954-01-01,298.2
"M3","N0333","YEARLY","FINANCE","Total stock shares sold on all registered exchanges (SEC)","x",1955,1955-01-01,363.6
"M3","N0333","YEARLY","FINANCE","Total stock shares sold on all registered exchanges (SEC)","x",1956,1956-01-01,325.2
"M3","N0333","YEARLY","FINANCE","Total stock shares sold on all registered exchanges (SEC)","x",1957,1957-01-01,321
"M3","N0333","YEARLY","FINANCE","Total stock shares sold on all registered exchanges (SEC)","x",1958,1958-01-01,391.8
"M3","N0333","YEARLY","FINANCE","Total stock shares sold on all registered exchanges (SEC)","x",1959,1959-01-01,481.5
"M3","N0333","YEARLY","FINANCE","Total stock shares sold on all registered exchanges (SEC)","x",1960,1960-01-01,416.7
"M3","N0333","YEARLY","FINANCE","Total stock shares sold on all registered exchanges (SEC)","x",1961,1961-01-01,603
"M3","N0333","YEARLY","FINANCE","Total stock shares sold on all registered exchanges (SEC)","x",1962,1962-01-01,499.2
"M3","N0333","YEARLY","FINANCE","Total stock shares sold on all registered exchanges (SEC)","x",1963,1963-01-01,551.4
"M3","N0333","YEARLY","FINANCE","Total stock shares sold on all registered exchanges (SEC)","x",1964,1964-01-01,613.5
"M3","N0333","YEARLY","FINANCE","Total stock shares sold on all registered exchanges (SEC)","x",1965,1965-01-01,776.1
"M3","N0333","YEARLY","FINANCE","Total stock shares sold on all registered exchanges (SEC)","x",1966,1966-01-01,956.4
"M3","N0333","YEARLY","FINANCE","Total stock shares sold on all registered exchanges (SEC)","x",1967,1967-01-01,1351.2
"M3","N0333","YEARLY","FINANCE","Total stock shares sold on all registered exchanges (SEC)","x",1968,1968-01-01,1593.6
"M3","N0333","YEARLY","FINANCE","Total stock shares sold on all registered exchanges (SEC)","x",1969,1969-01-01,1488.6
"M3","N0333","YEARLY","FINANCE","Total stock shares sold on all registered exchanges (SEC)","x",1970,1970-01-01,1361.7
"M3","N0333","YEARLY","FINANCE","Total stock shares sold on all registered exchanges (SEC)","x",1971,1971-01-01,1774.8
"M3","N0333","YEARLY","FINANCE","Total stock shares sold on all registered exchanges (SEC)","x",1972,1972-01-01,1893
"M3","N0333","YEARLY","FINANCE","Total stock shares sold on all registered exchanges (SEC)","x",1973,1973-01-01,1716.9
"M3","N0333","YEARLY","FINANCE","Total stock shares sold on all registered exchanges (SEC)","x",1974,1974-01-01,1453.8
"M3","N0333","YEARLY","FINANCE","Total stock shares sold on all registered exchanges (SEC)","x",1975,1975-01-01,1869.6
"M3","N0333","YEARLY","FINANCE","Total stock shares sold on all registered exchanges (SEC)","x",1976,1976-01-01,2110.8
"M3","N0333","YEARLY","FINANCE","Total stock shares sold on all registered exchanges (SEC)","x",1977,1977-01-01,2106.9
"M3","N0333","YEARLY","FINANCE","Total stock shares sold on all registered exchanges (SEC)","x",1978,1978-01-01,2845.2
"M3","N0333","YEARLY","FINANCE","Total stock shares sold on all registered exchanges (SEC)","x",1979,1979-01-01,3255
"M3","N0333","YEARLY","FINANCE","Total stock shares sold on all registered exchanges (SEC)","x",1980,1980-01-01,4645.8
"M3","N0333","YEARLY","FINANCE","Total stock shares sold on all registered exchanges (SEC)","x",1981,1981-01-01,4773
"M3","N0333","YEARLY","FINANCE","Total stock shares sold on all registered exchanges (SEC)","x",1982,1982-01-01,6724.2
"M3","N0333","YEARLY","FINANCE","Total stock shares sold on all registered exchanges (SEC)","x",1983,1983-01-01,9043.8
"M3","N0333","YEARLY","FINANCE","Total stock shares sold on all registered exchanges (SEC)","x",1984,1984-01-01,9135.3
"M3","N0333","YEARLY","FINANCE","Total stock shares sold on all registered exchanges (SEC)","x",1985,1985-01-01,11113.8
"M3","N0333","YEARLY","FINANCE","Total stock shares sold on all registered exchanges (SEC)","x",1986,1986-01-01,14501.4
"M3","N0333","YEARLY","FINANCE","Total stock shares sold on all registered exchanges (SEC)","x",1987,1987-01-01,19131.3
"M3","N0333","YEARLY","FINANCE","Total stock shares sold on all registered exchanges (SEC)","xx",1988,1988-01-01,15759.9
"M3","N0333","YEARLY","FINANCE","Total stock shares sold on all registered exchanges (SEC)","xx",1989,1989-01-01,16271.7
"M3","N0333","YEARLY","FINANCE","Total stock shares sold on all registered exchanges (SEC)","xx",1990,1990-01-01,16001.4
"M3","N0333","YEARLY","FINANCE","Total stock shares sold on all registered exchanges (SEC)","xx",1991,1991-01-01,17409.3
"M3","N0333","YEARLY","FINANCE","Total stock shares sold on all registered exchanges (SEC)","xx",1992,1992-01-01,19650.3
"M3","N0333","YEARLY","FINANCE","Total stock shares sold on all registered exchanges (SEC)","xx",1993,1993-01-01,24874.5
"M3","N0334","YEARLY","FINANCE","Market value of stock sales on N.Y. Stock Exchange (SEC)","x",1947,1947-01-01,194.12
"M3","N0334","YEARLY","FINANCE","Market value of stock sales on N.Y. Stock Exchange (SEC)","x",1948,1948-01-01,218.46
"M3","N0334","YEARLY","FINANCE","Market value of stock sales on N.Y. Stock Exchange (SEC)","x",1949,1949-01-01,179.96
"M3","N0334","YEARLY","FINANCE","Market value of stock sales on N.Y. Stock Exchange (SEC)","x",1950,1950-01-01,374.5
"M3","N0334","YEARLY","FINANCE","Market value of stock sales on N.Y. Stock Exchange (SEC)","x",1951,1951-01-01,363.7
"M3","N0334","YEARLY","FINANCE","Market value of stock sales on N.Y. Stock Exchange (SEC)","x",1952,1952-01-01,294.4
"M3","N0334","YEARLY","FINANCE","Market value of stock sales on N.Y. Stock Exchange (SEC)","x",1953,1953-01-01,284.36
"M3","N0334","YEARLY","FINANCE","Market value of stock sales on N.Y. Stock Exchange (SEC)","x",1954,1954-01-01,484.98
"M3","N0334","YEARLY","FINANCE","Market value of stock sales on N.Y. Stock Exchange (SEC)","x",1955,1955-01-01,654.9
"M3","N0334","YEARLY","FINANCE","Market value of stock sales on N.Y. Stock Exchange (SEC)","x",1956,1956-01-01,595.74
"M3","N0334","YEARLY","FINANCE","Market value of stock sales on N.Y. Stock Exchange (SEC)","x",1957,1957-01-01,549.02
"M3","N0334","YEARLY","FINANCE","Market value of stock sales on N.Y. Stock Exchange (SEC)","x",1958,1958-01-01,655.08
"M3","N0334","YEARLY","FINANCE","Market value of stock sales on N.Y. Stock Exchange (SEC)","x",1959,1959-01-01,869.52
"M3","N0334","YEARLY","FINANCE","Market value of stock sales on N.Y. Stock Exchange (SEC)","x",1960,1960-01-01,759.2
"M3","N0334","YEARLY","FINANCE","Market value of stock sales on N.Y. Stock Exchange (SEC)","x",1961,1961-01-01,1053.98
"M3","N0334","YEARLY","FINANCE","Market value of stock sales on N.Y. Stock Exchange (SEC)","x",1962,1962-01-01,946.82
"M3","N0334","YEARLY","FINANCE","Market value of stock sales on N.Y. Stock Exchange (SEC)","x",1963,1963-01-01,1097.74
"M3","N0334","YEARLY","FINANCE","Market value of stock sales on N.Y. Stock Exchange (SEC)","x",1964,1964-01-01,1208.48
"M3","N0334","YEARLY","FINANCE","Market value of stock sales on N.Y. Stock Exchange (SEC)","x",1965,1965-01-01,1464
"M3","N0334","YEARLY","FINANCE","Market value of stock sales on N.Y. Stock Exchange (SEC)","x",1966,1966-01-01,1971.3
"M3","N0334","YEARLY","FINANCE","Market value of stock sales on N.Y. Stock Exchange (SEC)","x",1967,1967-01-01,2506.58
"M3","N0334","YEARLY","FINANCE","Market value of stock sales on N.Y. Stock Exchange (SEC)","x",1968,1968-01-01,2899.56
"M3","N0334","YEARLY","FINANCE","Market value of stock sales on N.Y. Stock Exchange (SEC)","x",1969,1969-01-01,2592.06
"M3","N0334","YEARLY","FINANCE","Market value of stock sales on N.Y. Stock Exchange (SEC)","x",1970,1970-01-01,2061.26
"M3","N0334","YEARLY","FINANCE","Market value of stock sales on N.Y. Stock Exchange (SEC)","x",1971,1971-01-01,2941.96
"M3","N0334","YEARLY","FINANCE","Market value of stock sales on N.Y. Stock Exchange (SEC)","x",1972,1972-01-01,3194
"M3","N0334","YEARLY","FINANCE","Market value of stock sales on N.Y. Stock Exchange (SEC)","x",1973,1973-01-01,2929.02
"M3","N0334","YEARLY","FINANCE","Market value of stock sales on N.Y. Stock Exchange (SEC)","x",1974,1974-01-01,1983.56
"M3","N0334","YEARLY","FINANCE","Market value of stock sales on N.Y. Stock Exchange (SEC)","x",1975,1975-01-01,2676.38
"M3","N0334","YEARLY","FINANCE","Market value of stock sales on N.Y. Stock Exchange (SEC)","x",1976,1976-01-01,3290.9
"M3","N0334","YEARLY","FINANCE","Market value of stock sales on N.Y. Stock Exchange (SEC)","x",1977,1977-01-01,3145
"M3","N0334","YEARLY","FINANCE","Market value of stock sales on N.Y. Stock Exchange (SEC)","x",1978,1978-01-01,4207.94
"M3","N0334","YEARLY","FINANCE","Market value of stock sales on N.Y. Stock Exchange (SEC)","x",1979,1979-01-01,5021.96
"M3","N0334","YEARLY","FINANCE","Market value of stock sales on N.Y. Stock Exchange (SEC)","x",1980,1980-01-01,7953.4
"M3","N0334","YEARLY","FINANCE","Market value of stock sales on N.Y. Stock Exchange (SEC)","x",1981,1981-01-01,8318.26
"M3","N0334","YEARLY","FINANCE","Market value of stock sales on N.Y. Stock Exchange (SEC)","x",1982,1982-01-01,10285.26
"M3","N0334","YEARLY","FINANCE","Market value of stock sales on N.Y. Stock Exchange (SEC)","x",1983,1983-01-01,16302.26
"M3","N0334","YEARLY","FINANCE","Market value of stock sales on N.Y. Stock Exchange (SEC)","x",1984,1984-01-01,16454.28
"M3","N0334","YEARLY","FINANCE","Market value of stock sales on N.Y. Stock Exchange (SEC)","x",1985,1985-01-01,20463.58
"M3","N0334","YEARLY","FINANCE","Market value of stock sales on N.Y. Stock Exchange (SEC)","x",1986,1986-01-01,28964.7
"M3","N0334","YEARLY","FINANCE","Market value of stock sales on N.Y. Stock Exchange (SEC)","x",1987,1987-01-01,39666.22
"M3","N0334","YEARLY","FINANCE","Market value of stock sales on N.Y. Stock Exchange (SEC)","xx",1988,1988-01-01,27554.22
"M3","N0334","YEARLY","FINANCE","Market value of stock sales on N.Y. Stock Exchange (SEC)","xx",1989,1989-01-01,31537.98
"M3","N0334","YEARLY","FINANCE","Market value of stock sales on N.Y. Stock Exchange (SEC)","xx",1990,1990-01-01,27781.68
"M3","N0334","YEARLY","FINANCE","Market value of stock sales on N.Y. Stock Exchange (SEC)","xx",1991,1991-01-01,30636.26
"M3","N0334","YEARLY","FINANCE","Market value of stock sales on N.Y. Stock Exchange (SEC)","xx",1992,1992-01-01,35104.84
"M3","N0334","YEARLY","FINANCE","Market value of stock sales on N.Y. Stock Exchange (SEC)","xx",1993,1993-01-01,45525.66
"M3","N0335","YEARLY","FINANCE","Stock shares sold on N.Y. Stock Exchange (SEC)","x",1947,1947-01-01,101.1
"M3","N0335","YEARLY","FINANCE","Stock shares sold on N.Y. Stock Exchange (SEC)","x",1948,1948-01-01,117.9
"M3","N0335","YEARLY","FINANCE","Stock shares sold on N.Y. Stock Exchange (SEC)","x",1949,1949-01-01,105.9
"M3","N0335","YEARLY","FINANCE","Stock shares sold on N.Y. Stock Exchange (SEC)","x",1950,1950-01-01,196.5
"M3","N0335","YEARLY","FINANCE","Stock shares sold on N.Y. Stock Exchange (SEC)","x",1951,1951-01-01,174
"M3","N0335","YEARLY","FINANCE","Stock shares sold on N.Y. Stock Exchange (SEC)","x",1952,1952-01-01,129.6
"M3","N0335","YEARLY","FINANCE","Stock shares sold on N.Y. Stock Exchange (SEC)","x",1953,1953-01-01,134.7
"M3","N0335","YEARLY","FINANCE","Stock shares sold on N.Y. Stock Exchange (SEC)","x",1954,1954-01-01,210.9
"M3","N0335","YEARLY","FINANCE","Stock shares sold on N.Y. Stock Exchange (SEC)","x",1955,1955-01-01,246
"M3","N0335","YEARLY","FINANCE","Stock shares sold on N.Y. Stock Exchange (SEC)","x",1956,1956-01-01,209.7
"M3","N0335","YEARLY","FINANCE","Stock shares sold on N.Y. Stock Exchange (SEC)","x",1957,1957-01-01,214.2
"M3","N0335","YEARLY","FINANCE","Stock shares sold on N.Y. Stock Exchange (SEC)","x",1958,1958-01-01,276.6
"M3","N0335","YEARLY","FINANCE","Stock shares sold on N.Y. Stock Exchange (SEC)","x",1959,1959-01-01,311.7
"M3","N0335","YEARLY","FINANCE","Stock shares sold on N.Y. Stock Exchange (SEC)","x",1960,1960-01-01,287.4
"M3","N0335","YEARLY","FINANCE","Stock shares sold on N.Y. Stock Exchange (SEC)","x",1961,1961-01-01,387.6
"M3","N0335","YEARLY","FINANCE","Stock shares sold on N.Y. Stock Exchange (SEC)","x",1962,1962-01-01,356.1
"M3","N0335","YEARLY","FINANCE","Stock shares sold on N.Y. Stock Exchange (SEC)","x",1963,1963-01-01,405.3
"M3","N0335","YEARLY","FINANCE","Stock shares sold on N.Y. Stock Exchange (SEC)","x",1964,1964-01-01,444.6
"M3","N0335","YEARLY","FINANCE","Stock shares sold on N.Y. Stock Exchange (SEC)","x",1965,1965-01-01,542.7
"M3","N0335","YEARLY","FINANCE","Stock shares sold on N.Y. Stock Exchange (SEC)","x",1966,1966-01-01,661.5
"M3","N0335","YEARLY","FINANCE","Stock shares sold on N.Y. Stock Exchange (SEC)","x",1967,1967-01-01,865.8
"M3","N0335","YEARLY","FINANCE","Stock shares sold on N.Y. Stock Exchange (SEC)","x",1968,1968-01-01,989.7
"M3","N0335","YEARLY","FINANCE","Stock shares sold on N.Y. Stock Exchange (SEC)","x",1969,1969-01-01,952.2
"M3","N0335","YEARLY","FINANCE","Stock shares sold on N.Y. Stock Exchange (SEC)","x",1970,1970-01-01,963.9
"M3","N0335","YEARLY","FINANCE","Stock shares sold on N.Y. Stock Exchange (SEC)","x",1971,1971-01-01,1279.5
"M3","N0335","YEARLY","FINANCE","Stock shares sold on N.Y. Stock Exchange (SEC)","x",1972,1972-01-01,1348.8
"M3","N0335","YEARLY","FINANCE","Stock shares sold on N.Y. Stock Exchange (SEC)","x",1973,1973-01-01,1301.1
"M3","N0335","YEARLY","FINANCE","Stock shares sold on N.Y. Stock Exchange (SEC)","x",1974,1974-01-01,1146.6
"M3","N0335","YEARLY","FINANCE","Stock shares sold on N.Y. Stock Exchange (SEC)","x",1975,1975-01-01,1516.8
"M3","N0335","YEARLY","FINANCE","Stock shares sold on N.Y. Stock Exchange (SEC)","x",1976,1976-01-01,1694.7
"M3","N0335","YEARLY","FINANCE","Stock shares sold on N.Y. Stock Exchange (SEC)","x",1977,1977-01-01,1683.9
"M3","N0335","YEARLY","FINANCE","Stock shares sold on N.Y. Stock Exchange (SEC)","x",1978,1978-01-01,2285.1
"M3","N0335","YEARLY","FINANCE","Stock shares sold on N.Y. Stock Exchange (SEC)","x",1979,1979-01-01,2602.5
"M3","N0335","YEARLY","FINANCE","Stock shares sold on N.Y. Stock Exchange (SEC)","x",1980,1980-01-01,3717
"M3","N0335","YEARLY","FINANCE","Stock shares sold on N.Y. Stock Exchange (SEC)","x",1981,1981-01-01,3852.9
"M3","N0335","YEARLY","FINANCE","Stock shares sold on N.Y. Stock Exchange (SEC)","x",1982,1982-01-01,5463.3
"M3","N0335","YEARLY","FINANCE","Stock shares sold on N.Y. Stock Exchange (SEC)","x",1983,1983-01-01,7275.9
"M3","N0335","YEARLY","FINANCE","Stock shares sold on N.Y. Stock Exchange (SEC)","x",1984,1984-01-01,7545
"M3","N0335","YEARLY","FINANCE","Stock shares sold on N.Y. Stock Exchange (SEC)","x",1985,1985-01-01,9066.6
"M3","N0335","YEARLY","FINANCE","Stock shares sold on N.Y. Stock Exchange (SEC)","x",1986,1986-01-01,11745
"M3","N0335","YEARLY","FINANCE","Stock shares sold on N.Y. Stock Exchange (SEC)","x",1987,1987-01-01,15911.4
"M3","N0335","YEARLY","FINANCE","Stock shares sold on N.Y. Stock Exchange (SEC)","xx",1988,1988-01-01,13205.4
"M3","N0335","YEARLY","FINANCE","Stock shares sold on N.Y. Stock Exchange (SEC)","xx",1989,1989-01-01,13242
"M3","N0335","YEARLY","FINANCE","Stock shares sold on N.Y. Stock Exchange (SEC)","xx",1990,1990-01-01,13147.8
"M3","N0335","YEARLY","FINANCE","Stock shares sold on N.Y. Stock Exchange (SEC)","xx",1991,1991-01-01,14302.2
"M3","N0335","YEARLY","FINANCE","Stock shares sold on N.Y. Stock Exchange (SEC)","xx",1992,1992-01-01,15989.7
"M3","N0335","YEARLY","FINANCE","Stock shares sold on N.Y. Stock Exchange (SEC)","xx",1993,1993-01-01,20620.2
"M3","N0336","YEARLY","FINANCE","Market value of all shares listed on N.Y. Stock Exchange","x",1947,1947-01-01,136.62
"M3","N0336","YEARLY","FINANCE","Market value of all shares listed on N.Y. Stock Exchange","x",1948,1948-01-01,134.1
"M3","N0336","YEARLY","FINANCE","Market value of all shares listed on N.Y. Stock Exchange","x",1949,1949-01-01,152.58
"M3","N0336","YEARLY","FINANCE","Market value of all shares listed on N.Y. Stock Exchange","x",1950,1950-01-01,187.62
"M3","N0336","YEARLY","FINANCE","Market value of all shares listed on N.Y. Stock Exchange","x",1951,1951-01-01,218.96
"M3","N0336","YEARLY","FINANCE","Market value of all shares listed on N.Y. Stock Exchange","x",1952,1952-01-01,241.08
"M3","N0336","YEARLY","FINANCE","Market value of all shares listed on N.Y. Stock Exchange","x",1953,1953-01-01,234.52
"M3","N0336","YEARLY","FINANCE","Market value of all shares listed on N.Y. Stock Exchange","x",1954,1954-01-01,338.3
"M3","N0336","YEARLY","FINANCE","Market value of all shares listed on N.Y. Stock Exchange","x",1955,1955-01-01,415.4
"M3","N0336","YEARLY","FINANCE","Market value of all shares listed on N.Y. Stock Exchange","x",1956,1956-01-01,438.36
"M3","N0336","YEARLY","FINANCE","Market value of all shares listed on N.Y. Stock Exchange","x",1957,1957-01-01,391.14
"M3","N0336","YEARLY","FINANCE","Market value of all shares listed on N.Y. Stock Exchange","x",1958,1958-01-01,553.34
"M3","N0336","YEARLY","FINANCE","Market value of all shares listed on N.Y. Stock Exchange","x",1959,1959-01-01,615.42
"M3","N0336","YEARLY","FINANCE","Market value of all shares listed on N.Y. Stock Exchange","x",1960,1960-01-01,613.94
"M3","N0336","YEARLY","FINANCE","Market value of all shares listed on N.Y. Stock Exchange","x",1961,1961-01-01,775.68
"M3","N0336","YEARLY","FINANCE","Market value of all shares listed on N.Y. Stock Exchange","x",1962,1962-01-01,691.7
"M3","N0336","YEARLY","FINANCE","Market value of all shares listed on N.Y. Stock Exchange","x",1963,1963-01-01,822.64
"M3","N0336","YEARLY","FINANCE","Market value of all shares listed on N.Y. Stock Exchange","x",1964,1964-01-01,948.64
"M3","N0336","YEARLY","FINANCE","Market value of all shares listed on N.Y. Stock Exchange","x",1965,1965-01-01,1074.96
"M3","N0336","YEARLY","FINANCE","Market value of all shares listed on N.Y. Stock Exchange","x",1966,1966-01-01,965.08
"M3","N0336","YEARLY","FINANCE","Market value of all shares listed on N.Y. Stock Exchange","x",1967,1967-01-01,1211.64
"M3","N0336","YEARLY","FINANCE","Market value of all shares listed on N.Y. Stock Exchange","x",1968,1968-01-01,1384.68
"M3","N0336","YEARLY","FINANCE","Market value of all shares listed on N.Y. Stock Exchange","x",1969,1969-01-01,1258.9
"M3","N0336","YEARLY","FINANCE","Market value of all shares listed on N.Y. Stock Exchange","x",1970,1970-01-01,1224.98
"M3","N0336","YEARLY","FINANCE","Market value of all shares listed on N.Y. Stock Exchange","x",1971,1971-01-01,1483.66
"M3","N0336","YEARLY","FINANCE","Market value of all shares listed on N.Y. Stock Exchange","x",1972,1972-01-01,1743.08
"M3","N0336","YEARLY","FINANCE","Market value of all shares listed on N.Y. Stock Exchange","x",1973,1973-01-01,1442.02
"M3","N0336","YEARLY","FINANCE","Market value of all shares listed on N.Y. Stock Exchange","x",1974,1974-01-01,1022.12
"M3","N0336","YEARLY","FINANCE","Market value of all shares listed on N.Y. Stock Exchange","x",1975,1975-01-01,1370.22
"M3","N0336","YEARLY","FINANCE","Market value of all shares listed on N.Y. Stock Exchange","x",1976,1976-01-01,1716.6
"M3","N0336","YEARLY","FINANCE","Market value of all shares listed on N.Y. Stock Exchange","x",1977,1977-01-01,1593.28
"M3","N0336","YEARLY","FINANCE","Market value of all shares listed on N.Y. Stock Exchange","x",1978,1978-01-01,1645.48
"M3","N0336","YEARLY","FINANCE","Market value of all shares listed on N.Y. Stock Exchange","x",1979,1979-01-01,1921.22
"M3","N0336","YEARLY","FINANCE","Market value of all shares listed on N.Y. Stock Exchange","x",1980,1980-01-01,2485.6
"M3","N0336","YEARLY","FINANCE","Market value of all shares listed on N.Y. Stock Exchange","x",1981,1981-01-01,2287.58
"M3","N0336","YEARLY","FINANCE","Market value of all shares listed on N.Y. Stock Exchange","x",1982,1982-01-01,2610.72
"M3","N0336","YEARLY","FINANCE","Market value of all shares listed on N.Y. Stock Exchange","x",1983,1983-01-01,3168.32
"M3","N0336","YEARLY","FINANCE","Market value of all shares listed on N.Y. Stock Exchange","x",1984,1984-01-01,3172.2
"M3","N0336","YEARLY","FINANCE","Market value of all shares listed on N.Y. Stock Exchange","x",1985,1985-01-01,3900.66
"M3","N0336","YEARLY","FINANCE","Market value of all shares listed on N.Y. Stock Exchange","x",1986,1986-01-01,4398.52
"M3","N0336","YEARLY","FINANCE","Market value of all shares listed on N.Y. Stock Exchange","x",1987,1987-01-01,4432.62
"M3","N0336","YEARLY","FINANCE","Market value of all shares listed on N.Y. Stock Exchange","xx",1988,1988-01-01,4914.92
"M3","N0336","YEARLY","FINANCE","Market value of all shares listed on N.Y. Stock Exchange","xx",1989,1989-01-01,6059.3
"M3","N0336","YEARLY","FINANCE","Market value of all shares listed on N.Y. Stock Exchange","xx",1990,1990-01-01,5639.56
"M3","N0336","YEARLY","FINANCE","Market value of all shares listed on N.Y. Stock Exchange","xx",1991,1991-01-01,7425.68
"M3","N0336","YEARLY","FINANCE","Market value of all shares listed on N.Y. Stock Exchange","xx",1992,1992-01-01,8070
"M3","N0336","YEARLY","FINANCE","Market value of all shares listed on N.Y. Stock Exchange","xx",1993,1993-01-01,9070
"M3","N0337","YEARLY","FINANCE","Number of shares listed on N.Y. Stock Exchange","x",1947,1947-01-01,190.7
"M3","N0337","YEARLY","FINANCE","Number of shares listed on N.Y. Stock Exchange","x",1948,1948-01-01,201.8
